id	R0_count	R3_count	R0_fpkm	R3_fpkm	log2FC	Pvalue	FDR	significant
OS01T0139000-00	440	387	38.12	36.66	-0.056341333	0.432917814	0.596954849	no
OS01T0139200-01	1572	1322	22.18	20.1	-0.142063864	0.011672023	0.028980859	no
OS01T0139200-02	1537	1295	22	19.97	-0.139669191	0.014243625	0.034472669	no
OS01T0139200-03	740	632	18.95	17.48	-0.116492664	0.136244254	0.236337874	no
OS01T0139600-01	0	1	0.001	0.03	4.906890596	1	1	no
OS01T0139700-01	54	34	5.95	4.12	-0.530245331	0.086368803	0.163170124	no
OS01T0139900-01	5	1	0.36	0.08	-2.169925001	0.218820305	0.35048049	no
OS01T0140100-01	1303	1447	27.47	32.92	0.261107425	1.48E-05	6.30E-05	no
OS01T0140400-01	87	91	0.85	0.96	0.175571565	0.501954117	0.655411898	no
OS01T0140400-02	111	68	1.64	1.09	-0.58936768	0.008816009	0.022543374	no
OS01T0140500-01	422	338	58.37	51.67	-0.175900184	0.045948075	0.095615622	no
OS01T0140700-00	36	16	1.72	0.83	-1.051225323	0.017678447	0.041588762	down
OS01T0141000-01	5177	3837	137.24	109.89	-0.320640924	4.40E-19	5.15E-18	no
OS01T0141100-01	1139	720	25.28	17.25	-0.551400102	4.06E-15	3.88E-14	no
OS01T0141100-02	856	650	31.51	25.9	-0.282857656	0.000169349	0.000612385	no
OS01T0141300-00	2	1	0.06	0.03	-1	1	1	no
OS01T0141600-01	103	147	2.49	3.84	0.624960569	0.001065341	0.003346007	no
OS01T0141700-01	79	80	1.43	1.56	0.125530882	0.635676225	0.783668482	no
OS01T0141900-01	601	646	8.68	10.05	0.211428554	0.014480048	0.034998431	no
OS01T0142100-01	421	813	7.78	16.2	1.058151753	9.12E-34	1.78E-32	up
OS01T0142100-02	113	245	3.99	9.37	1.231660301	2.59E-14	2.37E-13	up
OS01T0142200-01	79	134	3.43	6.3	0.877143252	2.98E-05	0.000121075	no
OS01T0142300-01	51	116	1.26	3.09	1.294183104	5.28E-08	2.98E-07	up
OS01T0142300-02	46	88	1.11	2.29	1.044787922	6.80E-05	0.000261837	up
OS01T0142500-01	645	575	13.93	13.41	-0.054886021	0.486777421	0.653216704	no
OS01T0142600-01	38	14	0.68	0.27	-1.332575339	0.00322405	0.009190616	down
OS01T0142800-01	1533	957	24.83	16.71	-0.571372528	1.50E-20	1.87E-19	no
OS01T0142800-02	915	646	10.72	8.15	-0.395432941	2.14E-07	1.14E-06	no
OS01T0142800-03	1200	745	23.07	15.45	-0.578411166	5.07E-17	5.38E-16	no
OS01T0142875-00	4	2	0.09	0.05	-0.847996907	0.687546866	0.829234845	no
OS01T0142950-01	55	59	0.5	0.58	0.214124805	0.513455504	0.6653738	no
OS01T0143100-01	115	93	3.5	3.06	-0.193823269	0.369898979	0.529724288	no
OS01T0143300-01	83	132	3.37	5.81	0.785789572	0.000182891	0.000657149	no
OS01T0143400-00	0	1	0.001	0.02	4.321928095	1	1	no
OS01T0143800-01	1055	1187	41.51	50.59	0.285393307	2.19E-05	9.08E-05	no
OS01T0143800-03	1083	1126	45.82	51.63	0.172232139	0.014137033	0.034235657	no
OS01T0143900-01	517	398	48.06	40.51	-0.246558563	0.005880237	0.015764726	no
OS01T0144000-01	298	298	8.68	9.38	0.11189288	0.396649357	0.556769432	no
OS01T0144100-01	886	2003	47.87	117.56	1.296203553	2.35E-102	1.58E-100	up
OS01T0144200-01	327	403	13.61	18.17	0.416891353	0.000240479	0.000849016	no
OS01T0144340-00	110	161	1.79	2.82	0.655735575	0.000361715	0.001238849	no
OS01T0144500-00	4	0	0.28	0.001	-8.129283017	0.125037499	0.219498867	no
OS01T0144600-01	115	81	5.25	4.01	-0.388715186	0.06361612	0.125918077	no
OS01T0144700-01	151	244	14.52	25.71	0.824288157	1.16E-07	6.34E-07	no
OS01T0144800-01	0	1	0.001	0.07	6.129283017	1	1	no
OS01T0144900-01	3	5	0.05	0.09	0.847996907	0.726617172	0.863273111	no
OS01T0145000-00	3	6	1.27	2.93	1.206072168	0.50791091	0.659630519	no
OS01T0145200-01	53	24	2.04	1	-1.028569152	0.003902685	0.010912057	down
OS01T0145600-01	31	80	1.61	4.51	1.486066745	5.26E-07	2.68E-06	up
OS01T0146101-01	61	114	3.41	6.92	1.021000299	7.85E-06	3.46E-05	up
OS01T0146200-01	0	1	0.001	0.05	5.64385619	1	1	no
OS01T0146801-00	0	2	0.001	0.31	8.276124405	0.500024999	0.653216704	no
OS01T0147200-01	492	232	8.72	4.43	-0.977021436	4.95E-18	5.50E-17	no
OS01T0147200-02	51	25	1.29	0.68	-0.923764414	0.010726872	0.026903116	no
OS01T0147250-01	1	1	0.01	0.01	0	1	1	no
OS01T0147300-01	8	7	0.26	0.24	-0.115477217	1	1	no
OS01T0147700-01	361	463	5.22	7.21	0.465949453	7.60E-06	3.36E-05	no
OS01T0147800-01	5	25	0.11	0.58	2.398549376	0.00019426	0.00069463	up
OS01T0147900-01	5013	5838	209.68	264.62	0.335732846	5.27E-21	6.71E-20	no
OS01T0148000-00	1443	697	21.13	11	-0.941789244	4.51E-44	1.15E-42	no
OS01T0148050-01	1053	569	11.8	6.87	-0.780404855	1.21E-24	1.77E-23	no
OS01T0148100-01	0	2	0.001	0.04	5.321928095	0.500024999	0.653216704	no
OS01T0148400-01	0	1	0.001	0.02	4.321928095	1	1	no
OS01T0148500-01	703	441	18.2	12.33	-0.561765651	2.00E-10	1.40E-09	no
OS01T0148700-01	310	359	8.43	10.55	0.323638463	0.006132024	0.016371278	no
OS01T0148700-02	302	355	8.79	11.16	0.344401957	0.003980483	0.011079243	no
OS01T0149200-01	4	2	0.04	0.02	-1	0.687546866	0.829234845	no
OS01T0149350-00	2	5	0.02	0.04	1	0.453207015	0.617978769	no
OS01T0149400-00	43	38	60.7	61.07	0.008767329	0.91124945	1	no
OS01T0149500-01	2	6	0.02	0.07	1.807354922	0.28916092	0.433113866	no
OS01T0149600-00	126	123	10.5	11.21	0.09439695	0.752418902	0.886551381	no
OS01T0149700-00	0	4	0.001	0.05	5.64385619	0.125037499	0.219498867	no
OS01T0149750-00	2	1	0.02	0.01	-1	1	1	no
OS01T0149800-01	3314	3342	278.39	306.83	0.140332159	0.004652759	0.012754347	no
OS01T0149900-01	252	149	3.3	2.1	-0.652076697	1.19E-05	5.11E-05	no
OS01T0150000-01	2146	1233	21.96	13.59	-0.692332598	1.50E-37	3.25E-36	no
OS01T0150000-02	2937	1709	103.08	64.91	-0.667251781	4.15E-46	1.11E-44	no
OS01T0150100-01	61	59	1.15	1.2	0.061400545	0.927532105	1	no
OS01T0150200-01	348	244	12.78	9.7	-0.397831184	0.000996732	0.003144264	no
OS01T0150200-02	350	229	14.09	9.99	-0.496115029	4.57E-05	0.000180866	no
OS01T0150700-00	4	0	0.11	0.001	-6.781359714	0.125037499	0.219498867	no
OS01T0150800-01	36	15	1.19	0.54	-1.139930261	0.011074141	0.027668728	down
OS01T0150900-01	0	1	0.001	0.16	7.321928095	1	1	no
OS01T0151100-01	1158	994	17.1	15.82	-0.112246725	0.079207181	0.151218346	no
OS01T0151200-01	1696	1727	32.49	35.69	0.135524158	0.015532169	0.03727359	no
OS01T0151200-02	382	369	15.68	16.41	0.065649679	0.641221649	0.789012884	no
OS01T0151200-03	569	552	18.5	19.41	0.069274847	0.522578379	0.675755765	no
OS01T0151400-01	928	446	14.42	7.47	-0.948891016	3.44E-30	6.02E-29	no
OS01T0151500-00	113	91	2.44	2.12	-0.202816883	0.328253615	0.481363532	no
OS01T0151600-01	104	83	2.5	2.15	-0.217591435	0.342743596	0.499201143	no
OS01T0151700-01	141	541	4	16.59	2.052241981	1.18E-60	4.20E-59	up
OS01T0151900-01	15	47	0.24	0.8	1.736965594	1.79E-05	7.52E-05	up
OS01T0152000-01	234	57	1.84	0.48	-1.938599455	1.01E-23	1.42E-22	down
OS01T0152100-00	3	0	0.09	0.001	-6.491853096	0.250037498	0.384983395	no
OS01T0152300-00	316	393	25.45	34.57	0.441854947	0.00019072	0.000683299	no
OS01T0152500-00	0	1	0.001	0.02	4.321928095	1	1	no
OS01T0152600-00	17	17	0.19	0.21	0.144389909	0.864281555	0.981022134	no
OS01T0152700-01	79	52	86.94	65.72	-0.403687615	0.065958095	0.129483713	no
OS01T0152800-01	95	70	0.99	0.79	-0.325575872	0.162645242	0.27498311	no
OS01T0152850-00	6	11	0.07	0.14	1	0.332513547	0.486062535	no
OS01T0152900-00	390	602	28.69	48.3	0.751475221	1.59E-14	1.47E-13	no
OS01T0152950-00	34	19	1.09	0.66	-0.723790205	0.098815395	0.182796341	no
OS01T0153000-00	5	1	0.06	0.01	-2.584962501	0.218820305	0.35048049	no
OS01T0153050-00	3	6	0.04	0.08	1	0.50791091	0.659630519	no
OS01T0153100-00	838	1354	56.97	100.28	0.81575959	1.41E-33	2.75E-32	no
OS01T0153150-01	3	5	0.02	0.03	0.584962501	0.726617172	0.863273111	no
OS01T0153250-00	3	9	0.04	0.11	1.459431619	0.146116928	0.250449199	no
OS01T0153300-00	805	1586	58.96	126.68	1.103380343	5.62E-64	2.13E-62	up
OS01T0153400-01	146	139	4.52	4.65	0.040907944	0.90638498	1	no
OS01T0153700-01	14	14	0.3	0.33	0.137503524	0.850658524	0.969247181	no
OS01T0153800-00	6	2	0.24	0.09	-1.415037499	0.28916092	0.433113866	no
OS01T0154100-00	0	4	0.001	0.24	7.906890596	0.125037499	0.219498867	no
OS01T0154500-01	0	1	0.001	0.03	4.906890596	1	1	no
OS01T0154600-01	13	13	0.56	0.6	0.099535674	1	1	no
OS01T0154950-01	1	0	0.02	0.001	-4.321928095	1	1	no
OS01T0155000-02	34	13	1.11	0.46	-1.27085391	0.00801499	0.020682424	down
OS01T0155200-00	7	9	0.1	0.14	0.485426827	0.803697892	0.929064499	no
OS01T0155400-01	116	175	2.92	4.75	0.701959144	5.65E-05	0.000221006	no
OS01T0155500-01	936	678	11.17	8.72	-0.357229146	1.77E-06	8.50E-06	no
OS01T0155600-01	731	495	21.7	15.89	-0.449575918	1.06E-07	5.83E-07	no
OS01T0155600-02	774	508	23.92	16.98	-0.494380931	2.53E-09	1.62E-08	no
OS01T0155800-01	8	3	0.62	0.25	-1.310340121	0.22669138	0.360796828	no
OS01T0156300-01	4	21	0.23	1.31	2.509861045	0.000537698	0.001783765	up
OS01T0157200-01	7	0	0.18	0.001	-7.491853096	0.01564141	0.037361826	down
OS01T0157500-00	1	0	0.07	0.001	-6.129283017	1	1	no
OS01T0157600-01	1	2	0.04	0.09	1.169925001	1	1	no
OS01T0157700-00	1	1	0.08	0.08	0	1	1	no
OS01T0157800-01	15	20	1.11	1.61	0.536501012	0.310929672	0.459110346	no
OS01T0157900-01	1968	894	74.68	36.74	-1.023370301	3.31E-69	1.38E-67	down
OS01T0158000-01	304	270	6.28	6.02	-0.061001072	0.621151513	0.773845008	no
OS01T0158000-02	293	240	6.44	5.7	-0.176098769	0.157859983	0.267790019	no
OS01T0158100-01	92	116	4.68	6.41	0.453815827	0.032232224	0.070280534	no
OS01T0158200-01	353	290	7.86	6.97	-0.173370656	0.129682876	0.226596269	no
OS01T0158400-01	21	29	1.02	1.53	0.584962501	0.203203369	0.33102293	no
OS01T0158400-02	24	30	1.31	1.77	0.434182549	0.341544078	0.497606871	no
OS01T0158500-01	118	30	2.09	0.57	-1.874469118	4.10E-12	3.24E-11	down
OS01T0158566-00	7	10	0.61	0.96	0.654225163	0.629207129	0.777092022	no
OS01T0158600-01	50	15	0.55	0.18	-1.611434712	5.22E-05	0.000205053	down
OS01T0158900-01	500	334	5.68	4.09	-0.473790087	4.19E-06	1.91E-05	no
OS01T0158900-02	93	67	3.13	2.44	-0.359281509	0.134370061	0.23343605	no
OS01T0159000-01	328	81	10.82	2.89	-1.904559101	5.30E-32	9.76E-31	down
OS01T0159200-01	1291	1291	87.95	95.81	0.123492665	0.088678373	0.167021148	no
OS01T0159300-01	1672	921	31.85	18.92	-0.751381284	3.02E-35	6.14E-34	no
OS01T0159400-01	898	904	17.32	18.81	0.119060919	0.114327287	0.206970834	no
OS01T0159500-01	1	1	0.04	0.04	0	1	1	no
OS01T0159800-01	55	84	1.5	2.48	0.72537762	0.00525772	0.01424474	no
OS01T0160100-01	105	122	1.9	2.38	0.324962155	0.112995764	0.20474007	no
OS01T0160150-00	0	1	0.001	0.02	4.321928095	1	1	no
OS01T0160700-00	4	2	0.05	0.03	-0.736965594	0.687546866	0.829234845	no
OS01T0160800-01	317	102	11.01	3.83	-1.523398172	3.23E-23	4.48E-22	down
OS01T0161300-00	28	15	0.33	0.19	-0.796466606	0.126696326	0.221868263	no
OS01T0162200-00	40	7	1.28	0.24	-2.415037499	1.88E-06	8.97E-06	down
OS01T0162300-01	8	15	0.32	0.66	1.044394119	0.210302535	0.340285172	no
OS01T0162900-01	3	6	0.06	0.13	1.115477217	0.50791091	0.659630519	no
OS01T0163000-01	26	15	0.3	0.19	-0.658963082	0.211492	0.34190654	no
OS01T0164400-01	61	22	2.59	1.01	-1.358596805	9.00E-05	0.00034045	down
OS01T0164500-01	341	207	6.01	3.94	-0.609169361	1.68E-06	8.08E-06	no
OS01T0164600-01	494	498	14.89	16.23	0.124319246	0.226781522	0.360928185	no
OS01T0164700-01	133	123	2.25	2.24	-0.006426269	1	1	no
OS01T0164800-01	6	8	0.18	0.26	0.530514717	0.790600623	0.918446051	no
OS01T0164900-01	12	9	0.31	0.25	-0.310340121	0.663791876	0.809893368	no
OS01T0165000-01	314	177	8.91	5.43	-0.714473234	1.17E-07	6.39E-07	no
OS01T0165000-02	328	150	3.22	1.58	-1.02713613	2.34E-13	2.01E-12	down
OS01T0165100-02	2	3	0.05	0.07	0.485426827	1	1	no
OS01T0165200-01	70	58	0.97	0.86	-0.173648087	0.53757025	0.691672166	no
OS01T0165200-02	11	21	0.31	0.63	1.023083613	0.080391156	0.153072067	no
OS01T0165600-00	8	1	0.73	0.1	-2.867896464	0.039104693	0.083025045	no
OS01T0165800-01	119	104	1.78	1.67	-0.092029138	0.689569739	0.830942043	no
OS01T0166100-01	391	220	11.74	7.14	-0.717436429	2.71E-09	1.74E-08	no
OS01T0166300-00	2	4	0.16	0.35	1.129283017	0.687546866	0.829234845	no
OS01T0166400-01	6	1	0.08	0.02	-2	0.125065622	0.219498867	no
OS01T0166400-02	3	0	0.12	0.001	-6.906890596	0.250037498	0.384983395	no
OS01T0166500-02	1066	838	43.17	36.77	-0.231499916	0.000486767	0.001627899	no
OS01T0166700-01	549	573	17.49	19.74	0.174591701	0.067171151	0.13160906	no
OS01T0166800-01	22	48	0.41	0.97	1.242360838	0.001114982	0.003483236	up
OS01T0167100-01	3	14	0.1	0.52	2.378511623	0.012762169	0.031279877	up
OS01T0167100-02	1	15	0.06	0.9	3.906890596	0.000521183	0.001732005	up
OS01T0167400-01	156	110	5.12	3.91	-0.388975203	0.027829207	0.062052158	no
OS01T0167500-01	2541	1601	58.81	40	-0.55606149	1.09E-29	1.88E-28	no
OS01T0167600-00	3	2	0.12	0.09	-0.415037499	1	1	no
OS01T0167700-01	13	11	0.12	0.11	-0.125530882	0.838916366	0.959579508	no
OS01T0167750-00	12	32	0.24	0.69	1.523561956	0.001275198	0.003946373	up
OS01T0167800-01	41	69	0.48	0.88	0.874469118	0.00302187	0.008663741	no
OS01T0167900-01	45	64	0.94	1.44	0.61533615	0.035107436	0.075831614	no
OS01T0168100-01	2005	1102	34.58	20.49	-0.755017885	2.36E-41	5.64E-40	no
OS01T0168100-02	774	403	21.92	12.34	-0.828905404	5.97E-21	7.58E-20	no
OS01T0168200-01	140	246	6.84	13.04	0.930875639	1.62E-09	1.06E-08	no
OS01T0168300-01	253	241	8.22	8.47	0.043223576	0.824161874	0.946996476	no
OS01T0168400-01	929	635	18.46	13.61	-0.439735486	6.83E-09	4.20E-08	no
OS01T0168450-00	4	3	0.09	0.08	-0.169925001	1	1	no
OS01T0168500-01	327	291	7.38	7.09	-0.057835189	0.606563174	0.760828361	no
OS01T0168600-01	127	70	2.21	1.31	-0.754479558	0.000464957	0.001560793	no
OS01T0168800-01	270	267	8.5	9.09	0.096817453	0.495679015	0.653216704	no
OS01T0168850-01	0	2	0.001	0.13	7.022367813	0.500024999	0.653216704	no
OS01T0169400-01	4	3	0.12	0.1	-0.263034406	1	1	no
OS01T0169500-01	934	1028	5.66	6.7	0.243359043	0.000445106	0.001499356	no
OS01T0169500-02	330	427	3.4	4.73	0.476305437	9.53E-06	4.15E-05	no
OS01T0169800-01	112	46	4.11	1.83	-1.167294745	1.37E-06	6.66E-06	down
OS01T0169851-00	5	3	1.01	0.68	-0.570748642	0.726617172	0.863273111	no
OS01T0169900-01	1728	1248	29.06	22.63	-0.360798118	1.54E-10	1.09E-09	no
OS01T0170000-01	1789	405	61.87	15.16	-2.02897028	4.70E-169	6.19E-167	down
OS01T0170051-00	35	18	0.54	0.3	-0.847996907	0.053753482	0.109518188	no
OS01T0170100-01	19	25	0.71	1.01	0.508464363	0.291747242	0.435998359	no
OS01T0170300-01	324	342	2.87	3.26	0.183821228	0.118003277	0.212507646	no
OS01T0170500-01	372	202	7.33	4.29	-0.772835551	8.14E-10	5.45E-09	no
OS01T0170600-01	22	58	0.78	2.22	1.509013647	1.76E-05	7.39E-05	up
OS01T0170600-02	136	99	1.77	1.39	-0.348664477	0.079063985	0.150957117	no
OS01T0170700-01	17	23	0.27	0.4	0.567040593	0.268667006	0.408312209	no
OS01T0170800-01	46	57	0.99	1.33	0.425925815	0.168536759	0.283609364	no
OS01T0170900-01	7	12	0.31	0.58	0.903784685	0.35951399	0.517844044	no
OS01T0171000-01	341	300	5.23	4.96	-0.076470826	0.508335429	0.660145694	no
OS01T0171000-02	152	131	3.07	2.85	-0.107276736	0.555083807	0.708688521	no
OS01T0171100-00	0	5	0.001	0.18	7.491853096	0.062531251	0.123993256	no
OS01T0171200-01	0	7	0.001	0.09	6.491853096	0.01564141	0.037361826	up
OS01T0171800-01	270	136	6.8	3.7	-0.878009476	3.53E-09	2.23E-08	no
OS01T0172000-01	141	156	3.38	4.03	0.253756592	0.166739074	0.281052938	no
OS01T0172100-01	152	171	3.62	4.4	0.281513826	0.097580943	0.180851336	no
OS01T0172200-01	177	136	2.25	1.87	-0.266886731	0.103125441	0.189829098	no
OS01T0172300-01	129	82	5.53	3.81	-0.537488483	0.007274514	0.0190389	no
OS01T0172400-01	2198	1729	33.62	28.51	-0.237851685	1.72E-06	8.25E-06	no
OS01T0172400-02	2728	2096	35.17	29.11	-0.272830496	2.89E-09	1.85E-08	no
OS01T0172400-03	2563	1983	32.8	27.34	-0.262682572	2.34E-08	1.37E-07	no
OS01T0172400-04	958	743	28.99	24.31	-0.25400544	0.000392709	0.001337101	no
OS01T0172400-05	967	764	38.88	33.28	-0.224372785	0.001220982	0.003789174	no
OS01T0172600-01	17	7	1.09	0.49	-1.153474481	0.093326679	0.17409601	no
OS01T0172701-00	2	4	0.09	0.2	1.152003093	0.687546866	0.829234845	no
OS01T0172800-01	769	699	45.31	44.79	-0.016652825	0.686807996	0.829234845	no
OS01T0173000-01	27	23	0.26	0.24	-0.115477217	0.887864912	1	no
OS01T0173100-01	248	196	18.49	15.94	-0.214093595	0.100292259	0.185073596	no
OS01T0173600-00	7	0	0.31	0.001	-8.276124405	0.01564141	0.037361826	down
OS01T0173900-01	2665	1322	18.57	9.91	-0.906016853	3.33E-71	1.44E-69	no
OS01T0174000-00	18	14	0.76	0.64	-0.247927513	0.860161894	0.97765627	no
OS01T0174100-01	118	293	8.8	23.83	1.437203523	7.34E-21	9.29E-20	up
OS01T0174200-01	8	8	0.62	0.68	0.133266531	1	1	no
OS01T0174300-01	123	172	3.57	5.4	0.597035333	0.000638267	0.002089767	no
OS01T0174300-02	105	173	3.31	5.9	0.833883737	4.26E-06	1.94E-05	no
OS01T0174500-01	5	5	0.18	0.19	0.078002512	1	1	no
OS01T0174500-02	2	2	0.18	0.19	0.078002512	1	1	no
OS01T0174600-01	1	0	0.03	0.001	-4.906890596	1	1	no
OS01T0174700-01	123	80	2.38	1.67	-0.511113471	0.014070354	0.034091588	no
OS01T0174700-03	84	42	2.47	1.33	-0.893084796	0.001234858	0.00382923	no
OS01T0174900-01	205	285	10.69	16.14	0.594378726	1.46E-05	6.21E-05	no
OS01T0175000-01	420	391	14.8	14.91	0.010683082	1	1	no
OS01T0175000-02	557	536	18.01	18.74	0.057322772	0.616429298	0.770195606	no
OS01T0175000-03	307	285	8.53	8.56	0.005065055	1	1	no
OS01T0175100-01	630	288	33.28	16.52	-1.010441747	6.61E-24	9.38E-23	down
OS01T0175400-01	41	34	1.26	1.13	-0.157100961	0.645085422	0.792471936	no
OS01T0175500-01	168	245	4.11	6.48	0.656855419	8.81E-06	3.86E-05	no
OS01T0175600-01	8	4	0.13	0.07	-0.893084796	0.387840285	0.546701842	no
OS01T0175700-00	15	21	0.28	0.43	0.618909833	0.24341002	0.382718178	no
OS01T0175850-00	2	21	0.05	0.62	3.632268215	3.62E-05	0.000145562	up
OS01T0176000-01	69	56	1.48	1.29	-0.19822611	0.47579993	0.642348788	no
OS01T0176050-00	0	1	0.001	0.03	4.906890596	1	1	no
OS01T0176100-00	21	21	0.56	0.6	0.099535674	0.877742635	0.992382728	no
OS01T0176200-01	35	19	0.81	0.48	-0.754887502	0.076299045	0.146693721	no
OS01T0176200-02	23	23	0.52	0.56	0.106915204	0.883130239	0.997095412	no
OS01T0176300-00	20	31	0.29	0.49	0.756728849	0.092327698	0.172769786	no
OS01T0176400-01	64	45	3.49	2.67	-0.386387295	0.180855407	0.299755071	no
OS01T0176500-01	66	142	0.86	1.99	1.210359866	1.08E-08	6.50E-08	up
OS01T0176500-02	24	70	0.58	1.84	1.665580961	5.05E-07	2.58E-06	up
OS01T0176700-01	107	68	2.1	1.44	-0.544320516	0.015773064	0.037640283	no
OS01T0176800-01	18	9	0.18	0.1	-0.847996907	0.168914476	0.283822038	no
OS01T0177100-01	6	17	0.06	0.19	1.662965013	0.022735317	0.05176981	no
OS01T0177100-02	14	18	0.16	0.22	0.459431619	0.377469428	0.535857453	no
OS01T0177200-01	1279	995	16	13.41	-0.254762668	6.01E-05	0.000233858	no
OS01T0177400-01	22	41	0.85	1.72	1.016873819	0.01126751	0.028095616	up
OS01T0177500-00	0	3	0.001	0.19	7.569855608	0.250037498	0.384983395	no
OS01T0177900-01	112	187	3.76	6.8	0.854802084	9.40E-07	4.66E-06	no
OS01T0177900-02	135	182	3.55	5.18	0.545133073	0.001477089	0.004512228	no
OS01T0178000-01	366	289	8.24	7.02	-0.231173307	0.041323899	0.08719032	no
OS01T0178000-02	131	138	2.41	2.73	0.179867805	0.332534269	0.486062864	no
OS01T0178100-01	68	63	1.6	1.6	0	1	1	no
OS01T0178200-00	3	5	0.13	0.24	0.884522783	0.726617172	0.863273111	no
OS01T0178300-01	13	50	1.54	6.52	2.081941614	7.74E-07	3.88E-06	up
OS01T0178400-01	64	82	3.62	5.05	0.480293691	0.070254127	0.136685318	no
OS01T0178500-02	1581	1272	61.05	53.19	-0.198836258	0.00030987	0.001073966	no
OS01T0178700-01	173	112	3.11	2.17	-0.519219538	0.003807937	0.010687417	no
OS01T0178850-00	2	0	2.36	0.001	-11.20457114	0.500024999	0.653216704	no
OS01T0178900-01	58	37	1.35	0.93	-0.537656786	0.100978561	0.18625922	no
OS01T0179000-01	659	170	14.91	4.15	-1.845097016	5.69E-59	1.98E-57	down
OS01T0179200-01	447	334	13.71	11.08	-0.30727069	0.003123643	0.008924775	no
OS01T0179300-01	2346	1439	59.94	39.71	-0.594016723	2.63E-31	4.75E-30	no
OS01T0179300-02	160	87	37.34	22.84	-0.709159277	5.98E-05	0.000232975	no
OS01T0179400-01	241	202	2.55	2.3	-0.148863386	0.301193367	0.447969525	no
OS01T0179500-01	680	619	6.87	6.73	-0.029703594	0.726607256	0.863273111	no
OS01T0179600-01	474	396	11.74	10.59	-0.148729819	0.126556886	0.221738697	no
OS01T0179700-01	763	512	37.27	27.14	-0.457594098	2.26E-08	1.33E-07	no
OS01T0179800-01	149	366	3.31	8.79	1.409031948	5.18E-25	7.67E-24	up
OS01T0180000-01	224	152	3.82	2.79	-0.453307516	0.002950923	0.008483926	no
OS01T0180050-00	2	0	0.11	0.001	-6.781359714	0.500024999	0.653216704	no
OS01T0180300-01	368	461	4.97	6.71	0.433066915	3.26E-05	0.000132008	no
OS01T0180300-02	153	129	4.4	4.01	-0.133901287	0.442106238	0.607756876	no
OS01T0180400-01	27	31	1.08	1.34	0.311201688	0.512455969	0.664387124	no
OS01T0180600-01	164	313	1.45	2.99	1.044092584	5.50E-14	4.90E-13	up
OS01T0180700-01	65	50	1.26	1.05	-0.263034406	0.352508277	0.509651427	no
OS01T0180800-01	449	1755	5.18	21.79	2.072642193	1.04E-183	1.59E-181	up
OS01T0180800-02	92	344	3.39	13.71	2.015871393	1.64E-38	3.65E-37	up
OS01T0180800-03	153	655	5.73	26.58	2.213734061	9.23E-80	4.55E-78	up
OS01T0180850-00	0	1	0.001	0.02	4.321928095	1	1	no
OS01T0181000-00	403	348	8.39	7.82	-0.101502203	0.333088499	0.486767969	no
OS01T0181033-00	0	3	0.001	1.05	10.03617361	0.250037498	0.384983395	no
OS01T0181166-00	8	10	0.88	1.21	0.459431619	0.814612826	0.938548116	no
OS01T0181300-00	16	2	0.95	0.13	-2.86941589	0.001318335	0.004067597	down
OS01T0182100-01	32	39	0.75	0.98	0.385891154	0.3433284	0.4995422	no
OS01T0182200-01	203	214	7.77	8.88	0.192645078	0.22615423	0.360739044	no
OS01T0182200-02	510	493	19.83	20.76	0.066121766	0.579177986	0.733996866	no
OS01T0182300-01	107	136	7.35	10.18	0.469921406	0.018366982	0.043095261	no
OS01T0182400-01	137	143	2.56	2.88	0.169925001	0.373383318	0.533094757	no
OS01T0182500-00	72	73	2.97	3.26	0.134409033	0.619714236	0.773403498	no
OS01T0182600-01	9624	6759	81.35	61.5	-0.403555935	2.64E-40	6.17E-39	no
OS01T0182600-03	9001	6473	74.77	57.88	-0.369394611	4.34E-33	8.31E-32	no
OS01T0182700-01	11	17	0.39	0.65	0.736965594	0.265278668	0.404614805	no
OS01T0182832-00	128	114	2.42	2.32	-0.060882242	0.749435912	0.884033456	no
OS01T0182900-01	74	56	2.24	1.84	-0.283792966	0.292240753	0.436529563	no
OS01T0183000-01	97	100	2.43	2.7	0.152003093	0.478428141	0.645319464	no
OS01T0183100-01	566	410	10.48	8.19	-0.35570336	0.000168971	0.000611113	no
OS01T0183300-01	192	86	3.13	1.51	-1.051614108	9.64E-09	5.84E-08	down
OS01T0183400-00	4	5	0.26	0.36	0.469485283	1	1	no
